"Region","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chrom","start","end"
"1030",16.3898603404018,2.70934398526898,0.875872747944909,3.09330777972714,0.00197938734530639,0.00802230938336027,"chr12",57196362,57197542
"1031",382.736738667669,-2.86423177804126,0.72414555087913,-3.95532607300288,7.64303354344778e-05,0.000716998171005478,"chr12",57229785,57230800
"1032",48.9587229718537,-2.40713390789601,0.788456916568488,-3.05296821844408,0.00226589934847989,0.0088820496773578,"chr12",57230800,57231544
"1033",12.1594002571455,3.04174403399723,0.956262588911501,3.18086691800795,0.00146835065378256,0.00637660143468493,"chr12",57546383,57547401
"1034",97.3961182329028,-2.56249527159385,0.735649619998313,-3.48330944777723,0.000495255545566222,0.00289148441633451,"chr12",57548407,57548933
"1035",68.0840874904967,-1.8929164561849,0.737930185516041,-2.56517011139905,0.0103125232079419,0.0280491922580544,"chr12",58920523,58921347
"1036",38.0820687598385,-2.14829027752908,0.802516399464782,-2.6769425259868,0.00742973786955631,0.0218206207187197,"chr12",65170417,65171324
"1037",486.313449003111,-3.24675895918206,0.727316044300654,-4.46402768730884,8.04331638630797e-06,0.0001363483238293,"chr12",65172134,65173306
"1038",20.0599035248974,-3.17362087118085,0.95751778252253,-3.31442499461484,0.000918318133933535,0.00451564833034747,"chr12",65559886,65560064
"1039",26.6129069151049,2.82794413430681,0.80177380917268,3.52710964358497,0.000420122748487199,0.00260637949101609,"chr12",69241664,69242304
"104",11.8157257084737,3.40728386790846,1.04157943677303,3.27126645132775,0.00107066981750687,0.00502811524260515,"chr1",161036369,161036560
"1040",144.581052118858,-3.83121438822915,0.778253306391138,-4.92283727774314,8.5298377054749e-07,2.44206094308596e-05,"chr12",69357075,69357515
"1041",157.887060742195,-3.14798519685879,0.724163558211587,-4.34706381060258,1.37972089296629e-05,0.000198247877319708,"chr12",69360680,69360931
"1042",60.6300696201753,-3.96480608281541,0.829940189585946,-4.77721904851172,1.7773612622768e-06,4.34778561943027e-05,"chr12",69361166,69361959
"1043",351.154925589398,-4.02334134494757,0.748150138440195,-5.3777191745707,7.54353550364618e-08,3.20393018918599e-06,"chr12",69446538,69446836
"1044",244.034080210121,-3.31787623250579,0.723165880831666,-4.58798779152871,4.47538803909213e-06,8.73604786418741e-05,"chr12",69447374,69447540
"1045",169.245663654338,-6.14899421076661,0.87692243162293,-7.01201610202466,2.34908160423731e-12,5.04400022243177e-10,"chr12",69447719,69448395
"1046",25.3117775140485,-5.19745729650733,1.19562759067169,-4.34705366207503,1.37978470890043e-05,0.000198247877319708,"chr12",69472996,69473499
"1047",719.535023175648,-3.61881325792042,0.762819582185027,-4.74399627701568,2.0954270092446e-06,4.96860453419041e-05,"chr12",69582191,69583453
"1048",66.4197946684321,-3.00726620690833,0.802126183083777,-3.74911861790483,0.000177457141652769,0.00134748890469146,"chr12",69696803,69697026
"1049",1163.98101637886,-3.33580771423229,0.82625775031999,-4.03724831983774,5.40818149523598e-05,0.000556745499177312,"chr12",69804621,69804970
"105",247.848693021551,-1.71994775693215,0.676064164932684,-2.54405993712655,0.0109572281045615,0.0295325569205929,"chr1",161039080,161039705
"1050",94.9213700257382,-3.05631386565461,0.753251501736815,-4.05749455342272,4.96019736638012e-05,0.000522757347550733,"chr12",71438036,71438566
"1051",93.2838085173332,-2.70852153145985,0.748041923554773,-3.6208151524298,0.000293676284315714,0.00196319987613848,"chr12",71941367,71941517
"1052",107.431446864238,-1.7075267779539,0.735002414034757,-2.32315805410831,0.0201706632112143,0.0454045505598972,"chr12",76765129,76766369
"1053",249.248738022203,-1.83741994828291,0.692162048579262,-2.6546094979556,0.00794002655145,0.0228504859429294,"chr12",76879210,76879553
"1054",494.845884845674,-2.91728740536159,0.771145296955725,-3.78305802664979,0.000154913281267613,0.00122441683455894,"chr12",77130492,77130856
"1055",12.9269900253727,2.72798928332228,0.914902843879433,2.98172565707072,0.0028662872371363,0.0106026773895535,"chr12",78860790,78861198
"1056",34.5897370194002,2.78373149838339,0.789345267921643,3.5266335423952,0.000420878855435995,0.00260688585939122,"chr12",78864310,78864718
"1057",12.7020718287474,2.25259087708545,0.968933810401061,2.324813989258,0.0200819086510599,0.0452574792631757,"chr12",78865551,78865714
"1058",459.36602170378,-2.58162957038751,0.790332220001353,-3.26651186052251,0.0010888124676731,0.00509093773458431,"chr12",79691999,79692721
"1059",74.1027198613675,-1.83666575790788,0.752735557470601,-2.43998804052725,0.0146877481506243,0.0361475896878529,"chr12",80760413,80760808
"106",15.5762329688635,2.04346844263728,0.867518480796038,2.35553303805376,0.0184961522029213,0.0424510856676311,"chr1",161039962,161040626
"1060",35.5498753604119,-2.39303864508011,0.810454470843147,-2.95271200440234,0.003149956882781,0.0114101062342536,"chr12",80938764,80938926
"1061",76.3674381251896,3.13087799400349,0.840111202846206,3.72674234481865,0.000193970564445822,0.00142257349446509,"chr12",80939115,80939633
"1062",35.2195949876844,2.11328246460123,0.807673234967598,2.61650674196973,0.00888346099849472,0.0248441221122881,"chr12",80940690,80940873
"1063",9.07707623727962,3.32722941455288,1.0881644420716,3.05765313211178,0.00223077630671442,0.00877105841856687,"chr12",8099192,8099426
"1064",36.7491087327455,1.92933935608165,0.792137988753861,2.43561018846825,0.0148666958925785,0.0364123682952188,"chr12",8306432,8306817
"1065",79.8933064387096,-2.13039143235529,0.754816380731048,-2.82239692558338,0.00476661416726362,0.0155468048577839,"chr12",8320132,8320352
"1066",63.1762416069863,-2.01058023232235,0.760632782761972,-2.64329947102941,0.00821023825416409,0.0234188714777448,"chr12",84188395,84188559
"1067",29.1166221361939,-5.15395827906176,1.13711008843582,-4.5325059829092,5.8288024667066e-06,0.00010801794658654,"chr12",85278955,85279235
"1068",23.9231007037862,2.13447265144564,0.805206865385771,2.650837620992,0.00802924332885467,0.022996723670315,"chr12",85279478,85280801
"1069",24.2390562581232,-3.95281905333188,1.00977596373923,-3.9145505491084,9.05727621587016e-05,0.000806598446413322,"chr12",85281175,85281624
"107",26.008404294253,2.93743532446041,0.859184143344897,3.41886584757565,0.000628827207832198,0.00340743120730016,"chr1",161070018,161071175
"1070",80.7723149635673,2.50022986397835,0.800846996465755,3.12198194538057,0.00179637954825924,0.00739404361450689,"chr12",8659526,8660225
"1071",51.0339215215874,1.7325054709752,0.720564598535512,2.40437217495332,0.0162002706956499,0.0384551208824997,"chr12",86836412,86836983
"1072",6.63116176865273,3.8840935917442,1.42587601966374,2.72400512960459,0.00644955047626786,0.0196355764302065,"chr12",8947818,8948216
"1073",36.6060029391707,3.65582271981344,0.848227165847587,4.30995712824215,1.63286198161467e-05,0.000226201131144828,"chr12",91183563,91183735
"1074",12.6375655341517,3.19838888746496,1.04627047775552,3.05694268878368,0.00223607024659304,0.00878293851939239,"chr12",91327613,91327836
"1075",56.0636144200678,-3.11318898873423,0.799274812210635,-3.895017009386,9.8191838997026e-05,0.000864490792080878,"chr12",91877750,91877917
"1076",252.247881454723,-2.75942589241492,0.745674107468115,-3.70057893224208,0.000215108155388052,0.00154590437083199,"chr12",92703762,92704034
"1077",106.085856509801,-1.72912936407792,0.71364133523442,-2.42296694250471,0.0153943274653438,0.0371404966626427,"chr12",93173688,93174033
"1078",782.106776054172,-3.31192965632802,0.799512921791565,-4.14243418218505,3.43639003125619e-05,0.000404928276548938,"chr12",95940527,95940875
"1079",1059.18570151565,-3.7656956801002,0.803240543993228,-4.68812948781124,2.75713549954286e-06,6.08933068899037e-05,"chr13",100588391,100588984
"108",333.419277530356,-2.98002997449213,0.69615607454311,-4.28069233820581,1.86312782942314e-05,0.000252666282832296,"chr1",161071175,161071881
"1080",15.4834568601631,2.19109817528301,0.88777378657078,2.46808163118513,0.0135839338069425,0.0343171617484072,"chr13",102693068,102693825
"1081",48.4350561015982,1.83877682194061,0.72677084506071,2.53006409714606,0.0114041691070776,0.0303559841534895,"chr13",102695159,102695815
"1082",67.592890034581,-2.7389668765106,0.786996078282442,-3.48028020989404,0.000500889612942477,0.00291118549477093,"chr13",103065408,103065837
"1083",206.013565708264,-2.80811128622246,0.709009227291571,-3.96061317417476,7.47575513580166e-05,0.000708181215683172,"chr13",107837394,107838463
"1084",28.3234161248867,-3.47843908427009,0.926100911283821,-3.7560043855783,0.000172647668804023,0.00131874158088448,"chr13",108214848,108215643
"1085",12.4922546442395,2.363759774216,0.950360253160364,2.48722499321228,0.0128743948183093,0.0331730239818435,"chr13",108267843,108268119
"1086",216.834857808182,-2.65160322213755,0.694548819822555,-3.8177348322541,0.000134682568971452,0.00109738070817914,"chr13",108335336,108335536
"1087",58.2108100312654,-2.31796984696325,0.763329684346121,-3.03665623713934,0.00239218100179184,0.00923356182218107,"chr13",109789163,109789550
"1088",66.1480997101504,-1.73487766217703,0.735904547671024,-2.35747647934441,0.0183996208779482,0.0423552916576949,"chr13",110054635,110054838
"1089",76.3416865362988,-3.1955457492795,0.778437623982086,-4.10507618186893,4.041816601105e-05,0.000450190811621638,"chr13",110557913,110558956
"109",855.155540167824,-3.10765821481757,0.779116161411077,-3.98869689622303,6.64372460538259e-05,0.000643558786962499,"chr1",161130805,161131567
"1090",509.764237113999,-3.12140542013285,0.792927540959901,-3.93655820852702,8.26585775989153e-05,0.000748082276129105,"chr13",110560516,110560898
"1091",50.2535718025236,-2.6847746469501,0.807156950578758,-3.32621139547274,0.000880351341695997,0.00437346778361829,"chr13",110563994,110564297
"1092",350.442056359388,-4.14796310127054,0.727251821378678,-5.70361321805574,1.17294066925853e-08,6.76629206967794e-07,"chr13",110968206,110968364
"1093",33.8537134310682,-2.85803677816915,0.833135655509823,-3.43045788434084,0.000602563503536132,0.00333629348572888,"chr13",111867819,111868662
"1094",47.5385341617749,-1.86225091332793,0.783024779035619,-2.37827839320934,0.0173936884263477,0.0404248982368214,"chr13",112645674,112646130
"1095",32.5269136068532,1.88221928123809,0.784103242813796,2.40047378771658,0.0163738634034877,0.0386827518670415,"chr13",112692932,112693193
"1096",65.4652483408558,3.88061123194279,0.821554847015236,4.72349624135419,2.31824245743015e-06,5.43030733210153e-05,"chr13",112751637,112752070
"1097",10.6057585958333,2.98639009442983,0.985574855321411,3.03009972130014,0.00244473004940136,0.00936968749016858,"chr13",113211409,113211676
"1098",83.4763973669227,2.55736704509815,0.818585124994025,3.12413085336338,0.0017833113093982,0.00736378013976928,"chr13",113265343,113265737
"1099",10.8909126066013,2.78762261235863,0.968880775137023,2.87715752432428,0.00401275224925525,0.0136766203204335,"chr13",113454478,113454842
"11",24.5274813816763,2.10034789538643,0.79835686821566,2.63083838694936,0.00851745290599051,0.0239941366484354,"chr1",13372065,13373341
"110",263.849553979033,-4.98732823225107,0.763539538938479,-6.53185326746113,6.49607837934372e-11,6.97426192671208e-09,"chr1",161180527,161180997
"1100",15.363297516646,-3.14928624633389,1.04616931354942,-3.01030263987487,0.00260987498501562,0.00981241908276789,"chr13",113490344,113490813
"1101",362.418413992926,-2.58166995635407,0.760990956237197,-3.39251069305662,0.000692552288376253,0.0036818632662644,"chr13",113812396,113812880
"1102",15.1555063176925,2.60143542979478,0.888616067638199,2.92751338236431,0.0034168435613529,0.0121491263704038,"chr13",113864956,113865193
"1103",309.79727321791,-2.12263989998,0.772988316263242,-2.74601809021022,0.00603234372533944,0.0186370971210527,"chr13",113865503,113866331
"1104",42.789065265133,2.08766454085229,0.835000982137202,2.50019411415406,0.0124125273200624,0.032306005449186,"chr13",19178336,19178864
"1105",25.4094744770965,-3.0762194195256,0.899849274960524,-3.41859409695091,0.000629455491316362,0.00340743120730016,"chr13",19181929,19182506
"1106",15.6141190895157,3.96744096077084,0.976891826937023,4.06128995183681,4.8802314849413e-05,0.00051961693358948,"chr13",20163688,20163894
"1107",10.3157617119227,3.04473232290769,1.02575443062957,2.96828581187696,0.00299465730754028,0.0109398397860522,"chr13",20232026,20232637
"1108",20.5842800636741,2.04702454651688,0.830929341728242,2.46353624034901,0.0137573986876611,0.0345723965720482,"chr13",21179488,21180473
"1109",14.7942535338945,2.38095885688427,0.885251159653619,2.68958569657891,0.00715407758092092,0.0212206522258322,"chr13",21222236,21222922
"111",14.2117393690342,-3.93258646338888,1.17228469025519,-3.35463432737725,0.000794699590971124,0.0040203061768369,"chr1",161195360,161196519
"1110",18.7412158129708,3.29921822414075,0.986222840327963,3.34530705356977,0.000821915234647691,0.00412023655241677,"chr13",21362487,21363297
"1111",45.5587292355152,1.88382610072671,0.731457644044309,2.57544112918258,0.010011231416939,0.0273711002804897,"chr13",22040427,22041070
"1112",26.2298814951029,2.22902391160966,0.802836313949412,2.77643633313541,0.00549583975801728,0.0173116712834041,"chr13",22041233,22041493
"1113",43.4818925016196,2.50527966570078,0.785640711426948,3.18883635898969,0.00142846716223074,0.0062314058487831,"chr13",22042152,22042302
"1114",32.6647149197444,2.98398201669344,0.856276305627542,3.48483544047919,0.000492439792458843,0.00288375726947489,"chr13",22042938,22043455
"1115",244.772255277463,-2.29614228599852,0.738219120454932,-3.1103804038339,0.00186846542931098,0.00764192474527718,"chr13",23430673,23431091
"1116",27.6443489946311,-2.74616556774591,0.856221544714721,-3.2073072497386,0.00133983812977813,0.00591825642467709,"chr13",23431368,23431628
"1117",75.072914413956,-3.27719897839025,0.797379086877228,-4.10996354472341,3.95721585721817e-05,0.00044336098757681,"chr13",23432498,23432820
"1118",492.253876299204,-3.31552408712046,0.690002407798965,-4.80509060496852,1.54681440818363e-06,3.85705657266433e-05,"chr13",23433007,23433169
"1119",39.8435806140112,2.14067347323889,0.765699093941049,2.79571112226456,0.0051785665773319,0.0165688409117449,"chr13",23463424,23463740
"112",13.9533124404879,-3.11191243000984,1.07432703639351,-2.89661557848945,0.00377211665750951,0.0131226200551523,"chr1",161214574,161214749
"1120",35.9983774142029,-2.70577829659083,0.874752401089495,-3.09319333473199,0.00198015088013601,0.00802230938336027,"chr13",23464116,23464667
"1121",52.9279431440367,-2.94411130438826,0.79940516166268,-3.68287752641579,0.000230615972093402,0.00162060133116545,"chr13",23465070,23466047
"1122",223.723783100034,-3.26382968333004,0.708117273302767,-4.60916546789918,4.04288481780524e-06,8.05451021691612e-05,"chr13",23466913,23467217
"1123",614.256573875729,-3.09078405612239,0.785477644765577,-3.9349102762114,8.32277823377788e-05,0.000748082276129105,"chr13",23571153,23571489
"1124",18.7685022564298,-2.62014443051372,0.939643839837469,-2.78844421623296,0.00529618676024895,0.0168336857141136,"chr13",23571756,23571906
"1125",9.94438974183581,2.72014560055355,1.03206143241991,2.63564310718938,0.00839780060607879,0.0237422045872017,"chr13",23712098,23712300
"1126",35.6567277369822,-3.5661361371345,0.878870263886323,-4.05763658604766,4.95718261774794e-05,0.000522757347550733,"chr13",23898347,23898568
"1127",938.693586265877,-3.64187929993082,0.827578970337329,-4.40064263407558,1.07930753340663e-05,0.000170266270065984,"chr13",24159126,24160259
"1128",136.161475977096,-1.91454592395437,0.739235663287419,-2.58989929603813,0.0096004011990714,0.026436013861282,"chr13",24161205,24161392
"1129",9.84899745744062,2.42689183460239,0.980603004956206,2.47489740734659,0.0133274453809301,0.033955554645547,"chr13",24254134,24254535
"113",656.038783242818,-3.02889580504548,0.77456082628814,-3.91046861943767,9.21172279295146e-05,0.000816589646668748,"chr1",161307117,161307430
"1130",17.6142171197839,2.75285358974836,0.875600635115278,3.14396024779714,0.00166678080182557,0.00695691986939075,"chr13",24406939,24407162
"1131",9.37357029909095,2.56270509708097,1.04529401006696,2.45165960237043,0.0142199109408792,0.0353667669153785,"chr13",24511495,24511655
"1132",500.469177855813,-2.53786677028381,0.776350845247035,-3.26896890216724,0.00107940164096742,0.00506297007565421,"chr13",24515129,24515593
"1133",85.0687682559588,-2.66345513619193,0.757520462295495,-3.51601741307546,0.000438072251773162,0.00267058241814396,"chr13",24518991,24519158
"1134",16.7321658438406,-3.31621729437591,1.03187658106446,-3.21377319267678,0.0013100310858633,0.00580650246199729,"chr13",24613555,24613776
"1135",38.9943445220641,-2.21760262636455,0.80339068550746,-2.76030412894793,0.00577475748452889,0.0179850424477874,"chr13",24682185,24682669
"1136",25.6190345696165,-2.16191793996734,0.890995319686192,-2.42640773997417,0.0152491270084803,0.0369748280349914,"chr13",24920320,24920811
"1137",317.240453235985,-2.72589986532611,0.72212073776138,-3.77485332131102,0.000160101840192059,0.0012521387173973,"chr13",24933186,24933515
"1138",26.5718612545428,-3.55056576684316,0.939009680345461,-3.78118121800077,0.000156085999427024,0.00123116813833765,"chr13",24965245,24966276
"1139",350.160887136388,-2.80637529737509,0.719214127060846,-3.90200246600227,9.54001855092791e-05,0.000841830404094438,"chr13",28718180,28718722
"114",819.460378607755,-2.95570249402322,0.809443335533561,-3.65152489899112,0.000260687818890009,0.00179921146430337,"chr1",161309028,161309783
"1140",643.393832764163,-3.43190595713947,0.766197070102436,-4.47914262668825,7.49434477821707e-06,0.000128166560034553,"chr13",30154138,30154878
"1141",7.89124550914704,2.66386627012752,1.1001970602889,2.42126285033703,0.0154666891357857,0.0371758417349575,"chr13",30931739,30932099
"1142",58.032554632051,4.61697184208318,0.948161083308241,4.86939605870982,1.11939845751549e-06,2.98377588848094e-05,"chr13",32312776,32312963
"1143",10.0590755375962,2.71253974848638,1.12242130664599,2.41668590254401,0.0156625260023481,0.037553140818285,"chr13",34345020,34346061
"1144",18.2863536321351,2.46977420519688,0.855048495600844,2.88846096789091,0.00387132072253715,0.0133834119790752,"chr13",34346816,34347003
"1145",34.6650653774036,3.14501103125592,0.825291070825824,3.81079008659197,0.000138523356580157,0.00111540161079647,"chr13",34348278,34348738
"1146",133.384432413133,-2.13720999394755,0.724848775477658,-2.94849086630405,0.003193295756796,0.0115202653096715,"chr13",36131953,36132546
"1147",237.111646945884,-2.09981120766099,0.72964611950824,-2.87784879754613,0.00400397000734431,0.0136766203204335,"chr13",37056481,37056962
"1148",239.733204813086,-1.87370942520181,0.739527256709287,-2.5336583718893,0.0112878719733623,0.0301503974962304,"chr13",37104920,37105183
"1149",14.3795126394155,2.3675290945807,0.881085501333082,2.68705941818204,0.00720841286019587,0.0213654261538781,"chr13",37482693,37483562
"115",29.3981494739769,-2.11187575618223,0.85660484756573,-2.46540252741236,0.0136859406122329,0.0344600393917134,"chr1",16154976,16155140
"1150",28.6367519248446,3.17792674999288,0.867752946255392,3.66224829740604,0.000250011356594849,0.00173481847978293,"chr13",37537479,37538135
"1151",17.8345514370844,2.26727215211856,0.838849199478772,2.7028364019747,0.00687505755126725,0.0205666388820804,"chr13",37599905,37600501
"1152",13.7244429409818,2.71495966235011,0.929154201787305,2.92196888000684,0.00347826292355236,0.0122883786101736,"chr13",37870450,37870803
"1153",11.1703398544952,2.27829387660356,0.934059406863998,2.43913166535379,0.0147226029634031,0.0361517537824351,"chr13",40788174,40788622
"1154",8.60113765772119,2.79273757008169,1.10656007640617,2.5238011289471,0.0116093583600472,0.030690950794516,"chr13",40921440,40921642
"1155",40.4318497824936,3.08129717582468,0.781643528021458,3.94207469947873,8.07798077373094e-05,0.000743366564058811,"chr13",40922514,40922748
"1156",22.8690225853315,1.97415466946426,0.823245987378092,2.39801310875699,0.0164842752988694,0.0388960464164409,"chr13",43789046,43789254
"1157",13.3240917132446,2.46020561014457,0.906579008703305,2.71372443717117,0.00665314834901123,0.020094943255836,"chr13",44372480,44372747
"1158",19.0710955496381,-2.98952802019131,0.950121068992309,-3.14647061070016,0.00165253868513876,0.00693284464493284,"chr13",45849196,45849999
"1159",405.667190552087,-2.48398568323149,0.716658516309184,-3.46606595289497,0.000528133710811658,0.00303547437113969,"chr13",45850277,45851064
"116",17.1687299759179,-2.37775172216119,0.936906188685123,-2.53787599108314,0.0111527495579439,0.0298985373806741,"chr1",161748243,161748432
"1160",13.0224432812488,2.89092280600381,0.974857597968562,2.96548215044741,0.00302208881936887,0.011019220081944,"chr13",46798197,46798450
"1161",26.8661895903872,-3.57043755979916,0.93601872715177,-3.81449372350029,0.000136462405017407,0.00110536677567233,"chr13",48572245,48572429
"1162",21.1613376905018,2.41161931717038,0.841355695322087,2.86634931049842,0.00415235790996674,0.014054718241808,"chr13",48650624,48651390
"1163",17.6204796677444,-2.58678618193875,0.931074537378831,-2.7782804470425,0.00546474298789731,0.0172418217536515,"chr13",48651540,48652142
"1164",24.7435151773474,-2.46040560163031,0.855121090591603,-2.87725987430401,0.00401145084768461,0.0136766203204335,"chr13",48655715,48656304
"1165",28.7271539433453,-3.02686986012085,0.869681410781669,-3.48043527502824,0.000500599762759508,0.00291118549477093,"chr13",49247236,49247578
"1166",347.306445267111,-3.37156436072071,0.718113823929205,-4.69502779137851,2.66570479841815e-06,5.96813755758234e-05,"chr13",49247817,49248308
"1167",415.314029471647,-2.98061755477414,0.683895961548999,-4.35829091317216,1.31082069989436e-05,0.000192635817684095,"chr13",51202618,51203239
"1168",1281.47896090093,-3.79528549035961,0.799145290868557,-4.74918082322011,2.04242264770278e-06,4.90046878578719e-05,"chr13",51800958,51801308
"1169",997.484065406877,-3.05958450725947,0.830988503556727,-3.68186141464544,0.000231537267416963,0.00162412257453097,"chr13",51843973,51844437
"117",121.802751742302,-3.92857538012263,0.814994696858588,-4.82036925548767,1.43292743090952e-06,3.66888893362098e-05,"chr1",161750652,161751004
"1170",9.16406461162498,2.6459744078657,1.02670426728276,2.57715341426254,0.00996177263763143,0.0273065611662734,"chr13",51844762,51844921
"1171",201.6547160299,-2.94486791037482,0.708415244242765,-4.15697987064441,3.22482392274187e-05,0.00038350598342761,"chr13",51845494,51845780
"1172",19.064064488481,3.69829666197805,0.951530203694858,3.88668341542634,0.000101623148481531,0.00088587498656622,"chr13",51846031,51846537
"1173",23.3040103938556,2.92753072143954,0.832017894315748,3.51859105608197,0.00043384490340647,0.00266583553524008,"chr13",51846537,51847537
"1174",9.99074731044557,2.68601256353735,1.0003664310813,2.68502868557277,0.00725235814307549,0.0214792063011393,"chr13",51847537,51848392
"1175",487.851888522728,-3.07075731723124,0.761971557860341,-4.03001566863479,5.57731350395292e-05,0.000570272928380372,"chr13",52024324,52025105
"1176",20.2306082716752,2.02113366087998,0.826593512711258,2.44513612773295,0.0144797477777809,0.0358515215638202,"chr13",52331168,52331350
"1177",18.7680274428244,2.2028175865284,0.874789718170977,2.51811097086747,0.0117986141484588,0.0310215263155056,"chr13",52334826,52335256
"1178",354.823862469757,-2.75359229078363,0.776656571037145,-3.54544388532823,0.000391952431664144,0.00247128246065566,"chr13",52454697,52455153
"1179",60.174354378511,-2.78070373464338,0.793117874712983,-3.5060409345202,0.000454825265219404,0.0027510166667809,"chr13",52596797,52597234
"118",407.75983127662,-3.04432038925602,0.741857885290892,-4.1036436352797,4.06693759809261e-05,0.000451687178638734,"chr1",161751330,161751817
"1180",25.9638585682645,-4.96718079242092,1.14106952482705,-4.35309215113233,1.34230693650755e-05,0.000195774200362327,"chr13",52850444,52850594
